Initial Proficiency (%),Session Duration (minutes),Improvement Rate (%),Total Days Required,Minutes Per Day,Target Proficiency (%)
77.7,37.4,0.14,89,0.42,90
54.84,26.24,0.2,179,0.15,90
14.64,58.32,0.83,91,0.64,90
62.59,37.75,0.24,117,0.32,90
26.54,44.3,0.54,118,0.38,90
54.35,46.45,0.35,101,0.46,90
72.8,21.68,0.1,176,0.12,90
0.19,52.49,0.87,103,0.51,90
63.9,27.72,0.17,157,0.18,90
71.77,36.22,0.17,107,0.34,90
69.67,34.28,0.17,118,0.29,90
38.73,30.82,0.31,163,0.19,90
0.9,36.29,0.6,149,0.24,90
4.73,39.39,0.63,137,0.29,90
23.25,22.13,0.28,236,0.09,90
16.15,31.34,0.44,169,0.19,90
14.47,43.15,0.62,123,0.35,90
45.01,45.04,0.41,109,0.41,90
60.6,33.02,0.22,136,0.24,90
35.63,39.39,0.42,129,0.31,90
78.99,49.71,0.17,64,0.78,90
64.78,53.24,0.31,81,0.66,90
29.34,36.27,0.43,143,0.25,90
70.65,14.5,0.07,273,0.05,90
8.39,36.38,0.56,147,0.25,90
10.98,30.68,0.46,174,0.18,90
53.46,56.87,0.44,83,0.69,90
72.12,56.29,0.26,69,0.82,90
41.25,22.22,0.22,225,0.1,90
66.88,46.64,0.26,90,0.52,90
1.05,31.1,0.51,174,0.18,90
58.12,50.04,0.35,92,0.54,90
52.92,49.1,0.39,97,0.51,90
49.23,43.99,0.37,110,0.4,90
13.7,23.49,0.34,226,0.1,90
3.37,42.57,0.69,127,0.34,90
66.26,22.59,0.13,187,0.12,90
72.28,33.17,0.15,116,0.29,90
42.71,34.43,0.33,144,0.24,90
37.75,48.12,0.5,105,0.46,90
0.38,36.2,0.6,150,0.24,90
16.73,42.53,0.59,125,0.34,90
31.56,57.5,0.66,90,0.64,90
28.15,38.35,0.46,135,0.28,90
17.02,39.42,0.55,134,0.29,90
40,32.2,0.32,156,0.21,90
72.45,50.73,0.23,76,0.67,90
76.39,52.57,0.21,66,0.8,90
33.24,33.27,0.37,154,0.22,90
41.76,55.82,0.54,90,0.62,90
52.66,56.71,0.45,84,0.68,90
5.66,17.24,0.27,312,0.06,90
76.09,35.71,0.14,98,0.36,90
51.13,57.67,0.47,83,0.69,90
44.03,18.09,0.17,273,0.07,90
79.53,16.42,0.06,187,0.09,90
30.28,40.68,0.47,127,0.32,90
57.92,35.13,0.25,131,0.27,90
12.63,22.11,0.32,241,0.09,90
73.93,36.25,0.16,103,0.35,90
54.33,59.88,0.46,79,0.76,90
44.41,30.13,0.28,164,0.18,90
50.22,59.3,0.49,81,0.73,90
3.5,11.04,0.18,488,0.02,90
14.5,45.02,0.64,118,0.38,90
56.89,23.34,0.17,198,0.12,90
45.49,57,0.52,86,0.66,90
69.64,24.59,0.12,164,0.15,90
47.96,29.18,0.25,167,0.17,90
40.27,40.76,0.41,123,0.33,90
58.82,58.53,0.4,78,0.75,90
20.49,38.84,0.51,136,0.29,90
20.12,21.75,0.29,242,0.09,90
2.14,27.54,0.45,196,0.14,90
24.31,32.44,0.41,161,0.2,90
24.74,48.98,0.61,107,0.46,90
29.85,32.59,0.38,158,0.21,90
16.64,51.6,0.72,103,0.5,90
68.85,22.72,0.12,180,0.13,90
52.7,40.79,0.32,117,0.35,90
42.17,44.85,0.43,111,0.4,90
39.19,33.03,0.33,152,0.22,90
15.98,28.53,0.4,186,0.15,90
55.23,18.82,0.14,248,0.08,90
73.25,48.5,0.22,78,0.62,90
29.34,53.78,0.63,96,0.56,90
79.68,42.86,0.15,72,0.6,90
3.27,54.07,0.87,100,0.54,90
67.98,46.54,0.25,89,0.52,90
5.1,52.28,0.83,103,0.51,90
14.53,55.5,0.79,96,0.58,90
21.14,52.78,0.69,100,0.53,90
30.27,25.75,0.3,200,0.13,90
72.71,52.05,0.24,74,0.7,90
9.22,41.98,0.64,128,0.33,90
68.01,10.85,0.06,381,0.03,90
30.3,32.33,0.38,159,0.2,90
39.99,57.01,0.57,88,0.65,90
21.24,23.46,0.31,224,0.1,90
79.04,20.64,0.07,153,0.13,90
12.09,46.4,0.68,115,0.4,90
25.77,19.58,0.24,266,0.07,90
68.39,51.12,0.27,81,0.63,90
25.66,50.62,0.63,103,0.49,90
67.93,11.13,0.06,371,0.03,90
0.06,17.16,0.29,315,0.05,90
73.77,12,0.05,310,0.04,90
60.63,20.86,0.14,215,0.1,90
38.4,29.46,0.3,171,0.17,90
66.71,30.39,0.17,139,0.22,90
46.87,37.81,0.33,129,0.29,90
13.85,33.97,0.49,157,0.22,90
7.14,22.26,0.34,241,0.09,90
66.19,27.82,0.16,152,0.18,90
65.04,33.82,0.2,127,0.27,90
43.26,22.73,0.22,218,0.1,90
20.98,58.14,0.77,91,0.64,90
19.48,24.19,0.32,218,0.11,90
4.46,12.15,0.19,443,0.03,90
37.7,49.04,0.51,103,0.48,90
40.43,21.39,0.21,234,0.09,90
53.47,12.08,0.09,390,0.03,90
46.59,32.36,0.29,151,0.21,90
70.99,45.36,0.22,87,0.52,90
15.55,26.35,0.37,201,0.13,90
24.2,51.44,0.65,102,0.5,90
43.3,20.85,0.2,237,0.09,90
78.02,40.1,0.15,82,0.49,90
24.94,28.42,0.36,184,0.15,90
4.18,19.89,0.32,271,0.07,90
3.31,50.4,0.81,107,0.47,90
73.36,16.78,0.07,224,0.07,90
41.71,35.71,0.35,140,0.26,90
4.23,13.05,0.21,412,0.03,90
29.64,31.38,0.37,165,0.19,90
32.05,37.36,0.42,137,0.27,90
40.26,26.39,0.26,190,0.14,90
75.96,41.87,0.17,84,0.5,90
33.91,53.26,0.59,96,0.55,90
71.26,44.89,0.22,88,0.51,90
1.93,50.86,0.83,106,0.48,90
47.3,41.27,0.36,118,0.35,90
9.7,20.66,0.31,259,0.08,90
3.69,55.75,0.89,97,0.57,90
70.94,33.24,0.16,119,0.28,90
56.98,26.76,0.19,173,0.15,90
15.34,54.79,0.77,97,0.56,90
35.44,50.43,0.54,101,0.5,90
27.02,33.49,0.41,155,0.22,90
54.9,18.72,0.14,250,0.07,90
69.91,19.45,0.1,206,0.09,90
69.52,55.17,0.28,74,0.75,90
50.02,10.02,0.08,479,0.02,90
18.27,48.9,0.67,108,0.45,90
12.13,56.42,0.83,95,0.59,90
5.71,55.8,0.88,97,0.58,90
23.49,24.99,0.32,209,0.12,90
21.07,51.62,0.68,102,0.51,90
78.47,23.08,0.08,140,0.16,90
24.8,25.54,0.32,204,0.13,90
65.77,36.85,0.21,116,0.32,90
4.08,39.11,0.63,138,0.28,90
4.18,55.45,0.89,97,0.57,90
7.78,20.16,0.31,266,0.08,90
8.31,38.44,0.59,140,0.27,90
52.02,36.98,0.3,129,0.29,90
21.77,32.9,0.43,160,0.21,90
33.51,30.1,0.33,170,0.18,90
74.46,48.79,0.21,75,0.65,90
39.21,20.05,0.2,251,0.08,90
34.19,39.7,0.44,129,0.31,90
43.69,29.05,0.27,170,0.17,90
78.58,59.9,0.21,54,1.11,90
7.28,34.73,0.54,155,0.22,90
70.01,16.71,0.08,240,0.07,90
56.09,53.36,0.39,87,0.61,90
43.63,49.43,0.46,100,0.49,90
5.74,15.59,0.24,345,0.05,90
45.48,14.16,0.13,346,0.04,90
14.79,42.89,0.61,124,0.35,90
35.78,58.8,0.63,87,0.68,90
40.43,52.39,0.52,96,0.55,90
21.85,35.01,0.46,150,0.23,90
23.36,21.26,0.27,246,0.09,90
13.69,23.61,0.34,225,0.1,90
73.37,12.99,0.06,289,0.04,90
5.87,56.92,0.89,95,0.6,90
5.03,17.47,0.28,308,0.06,90
50.24,27.67,0.23,174,0.16,90
1.75,38.51,0.63,140,0.28,90
20.02,29.61,0.39,178,0.17,90
65.6,30.19,0.17,141,0.21,90
59.85,47.68,0.32,95,0.5,90
72.83,44.27,0.2,86,0.51,90
75.03,31.77,0.13,114,0.28,90
52.03,53.42,0.43,89,0.6,90
40.47,19.82,0.2,252,0.08,90
22.3,27.87,0.36,188,0.15,90
14.55,15.27,0.22,347,0.04,90
57.26,12.21,0.09,377,0.03,90
15.23,54.75,0.77,97,0.56,90
71.88,44.64,0.21,87,0.51,90
27.37,41.17,0.5,126,0.33,90
61.79,16.96,0.11,262,0.06,90
30.31,29.11,0.34,177,0.16,90
47.36,43.76,0.38,112,0.39,90
51.6,29.02,0.23,165,0.18,90
14.88,20.24,0.29,262,0.08,90
26.73,56.42,0.69,92,0.61,90
69.65,49.23,0.25,82,0.6,90
68.67,45.03,0.24,91,0.49,90
61.63,35.28,0.23,126,0.28,90
67.22,11.66,0.06,358,0.03,90
34.08,40.22,0.44,127,0.32,90
48.81,26.6,0.23,182,0.15,90
6.57,13.76,0.21,390,0.04,90
0.2,51.07,0.85,106,0.48,90
51.46,49.53,0.4,97,0.51,90
66.99,13.72,0.08,305,0.04,90
2.43,44.39,0.72,122,0.36,90
28.81,30.52,0.36,169,0.18,90
77.61,18.83,0.07,177,0.11,90
26.36,29.28,0.36,178,0.16,90
1.27,32.93,0.54,164,0.2,90
8.43,40.19,0.61,133,0.3,90
67.92,40.84,0.22,102,0.4,90
24.18,22.28,0.28,234,0.1,90
37.71,16.19,0.17,312,0.05,90
64.59,45.19,0.27,96,0.47,90
22.67,29.9,0.39,175,0.17,90
48.29,29.39,0.25,165,0.18,90
23.11,32.74,0.42,160,0.2,90
39.91,29.87,0.3,168,0.18,90
30.36,14.93,0.17,345,0.04,90
43.06,23.77,0.23,209,0.11,90
2.9,32.17,0.52,168,0.19,90
55.48,32.5,0.24,144,0.23,90
44.71,53.69,0.49,92,0.58,90
1.52,50.98,0.84,106,0.48,90
58.86,16.2,0.11,281,0.06,90
57.19,27.16,0.19,170,0.16,90
45.72,11.85,0.11,413,0.03,90
64.99,18.98,0.11,226,0.08,90
35.51,15.66,0.17,324,0.05,90
42.27,34.77,0.33,143,0.24,90
24.26,59.78,0.75,88,0.68,90
18.65,51.88,0.7,102,0.51,90
53.27,45.96,0.36,103,0.45,90
41.16,48.12,0.47,104,0.46,90
31.96,41.93,0.48,123,0.34,90
21.96,33.95,0.44,155,0.22,90
64.75,54.6,0.32,79,0.69,90
7.23,52.88,0.82,102,0.52,90
62.54,44.32,0.28,100,0.44,90
35.84,59.36,0.63,86,0.69,90
70.92,26.39,0.13,150,0.18,90
30.72,49.97,0.58,103,0.49,90
44.9,55.54,0.51,89,0.62,90
45.83,12.05,0.11,406,0.03,90
12.44,11.81,0.17,451,0.03,90
39.64,14.56,0.15,344,0.04,90
26.95,46.41,0.57,112,0.41,90
21.41,32.35,0.42,162,0.2,90
2.21,46.17,0.75,117,0.39,90
10.06,37.08,0.56,144,0.26,90
12.84,17.32,0.25,307,0.06,90
79.42,34.72,0.12,89,0.39,90
61.47,50.43,0.32,89,0.57,90
48,46.44,0.4,105,0.44,90
22.27,46.96,0.61,112,0.42,90
51.14,43.73,0.36,110,0.4,90
59.79,30.93,0.21,146,0.21,90
15.66,38.57,0.54,138,0.28,90
43.37,46.54,0.44,107,0.43,90
43.39,23.81,0.22,208,0.11,90
5.29,24.47,0.39,220,0.11,90
1.09,28.31,0.47,191,0.15,90
6.32,29.29,0.46,184,0.16,90
3.36,22.12,0.36,244,0.09,90
43.03,17.25,0.16,287,0.06,90
48.78,37.27,0.32,130,0.29,90
36.58,42.95,0.45,118,0.36,90
28.38,56.61,0.68,92,0.62,90
17.17,56.42,0.78,94,0.6,90
45.15,34.7,0.32,142,0.24,90
9.46,43.38,0.65,124,0.35,90
19.42,26.67,0.36,198,0.13,90
29.3,58.76,0.69,88,0.67,90
34.87,11.58,0.13,439,0.03,90
71.71,12.59,0.06,309,0.04,90
16.97,21.58,0.3,245,0.09,90
13.68,48.65,0.7,110,0.44,90
56.26,51.5,0.38,90,0.57,90
26.4,18.67,0.23,278,0.07,90
31.37,33.56,0.38,153,0.22,90
46.37,11.01,0.1,444,0.02,90
51.64,31.64,0.25,151,0.21,90
21.61,53.61,0.7,98,0.55,90
44.23,31.53,0.29,157,0.2,90
24.89,49.03,0.61,107,0.46,90
46.53,14.02,0.12,348,0.04,90
4.74,17.58,0.28,306,0.06,90
11.69,22.49,0.33,237,0.09,90
63.33,31.11,0.19,141,0.22,90
73.73,13.31,0.06,280,0.05,90
21.23,51.01,0.67,103,0.5,90
8.38,29.48,0.45,182,0.16,90
63.19,44.64,0.27,98,0.46,90
0.41,58.09,0.96,93,0.62,90
21.19,45.37,0.6,116,0.39,90
65.86,46.08,0.26,93,0.5,90
31.2,55.04,0.63,94,0.59,90
67.36,40.91,0.22,102,0.4,90
45.52,58.59,0.53,84,0.7,90
53.03,28.62,0.22,166,0.17,90
41.97,12.49,0.12,398,0.03,90
55.62,49.09,0.36,95,0.52,90
60.36,21.15,0.14,213,0.1,90
65.6,43.93,0.25,97,0.45,90
57.75,42.18,0.3,109,0.39,90
62.11,24.07,0.15,184,0.13,90
36.48,57.1,0.6,89,0.64,90
61.11,25.95,0.17,172,0.15,90
48.41,33.5,0.29,145,0.23,90
64.41,20.35,0.12,213,0.1,90
39.8,51.45,0.52,98,0.52,90
73.5,33.18,0.15,113,0.29,90
13.03,29.5,0.43,181,0.16,90
53.63,59.94,0.46,79,0.76,90
39.47,11.78,0.12,426,0.03,90
44.37,14.05,0.13,351,0.04,90
54.34,14.82,0.11,317,0.05,90
48.64,56.57,0.48,86,0.66,90
46.51,20.33,0.18,240,0.08,90
40.34,42.51,0.42,118,0.36,90
35.57,19.84,0.21,256,0.08,90
12.12,50.43,0.74,106,0.48,90
74.29,27.79,0.12,132,0.21,90
14.51,58.3,0.83,91,0.64,90
17.1,33.16,0.46,160,0.21,90
10.33,55.37,0.83,97,0.57,90
23.93,34.13,0.43,153,0.22,90
20.89,44.44,0.59,118,0.38,90
57.75,51.76,0.36,89,0.58,90
13.23,42.63,0.62,125,0.34,90
31.96,42.46,0.48,121,0.35,90
19.63,36.66,0.49,144,0.25,90
74.09,19.38,0.08,191,0.1,90
36.63,33.79,0.36,150,0.23,90
59.13,46.88,0.32,97,0.48,90
1.43,15.08,0.25,358,0.04,90
11.88,25.09,0.37,213,0.12,90
16.7,14.27,0.2,371,0.04,90
30.21,54.64,0.64,95,0.58,90
5.08,29.78,0.47,181,0.16,90
54.17,36.97,0.28,127,0.29,90
66.2,13.37,0.08,317,0.04,90
58.86,50.76,0.35,90,0.56,90
69.4,51.51,0.26,79,0.65,90
74.52,36.4,0.15,101,0.36,90
6.92,35.33,0.55,152,0.23,90
3.25,48.47,0.78,111,0.44,90
10.55,14.76,0.22,362,0.04,90
40.21,39.43,0.39,127,0.31,90
27.99,46.54,0.56,112,0.42,90
20.01,56.7,0.76,93,0.61,90
0.87,46.7,0.77,116,0.4,90
26.17,13.85,0.17,375,0.04,90
44.99,29.53,0.27,167,0.18,90
4.86,26.6,0.42,202,0.13,90
72.94,26.12,0.12,145,0.18,90
70.77,17.1,0.08,231,0.07,90
57.84,56.46,0.4,82,0.69,90
11.46,38.33,0.57,139,0.28,90
60.63,11.14,0.07,402,0.03,90
22.99,21.46,0.28,244,0.09,90
22.25,31.82,0.41,165,0.19,90
42.63,28.91,0.28,172,0.17,90
25.3,41.14,0.51,127,0.32,90
29.02,28.06,0.33,184,0.15,90
37.12,43.06,0.45,118,0.36,90
22.39,31.41,0.41,167,0.19,90
76.07,47.98,0.19,73,0.66,90
51.23,31,0.25,154,0.2,90
8.16,54.35,0.83,99,0.55,90
66.66,55.2,0.31,77,0.72,90
36.26,55.9,0.59,91,0.61,90
14.55,38.17,0.54,139,0.27,90
13.81,20.03,0.29,265,0.08,90
12.68,29.48,0.43,181,0.16,90
4.33,44.28,0.71,122,0.36,90
15.78,52.3,0.73,102,0.51,90
22.85,10.07,0.13,519,0.02,90
58.91,38.33,0.26,119,0.32,90
27.96,36.65,0.44,141,0.26,90
35.28,56.77,0.61,90,0.63,90
77.85,29.36,0.11,113,0.26,90
54.5,22.59,0.17,208,0.11,90
42.31,45.72,0.44,109,0.42,90
46.4,46.48,0.42,105,0.44,90
33,37.12,0.41,138,0.27,90
21.64,39.26,0.51,134,0.29,90
48.71,15.65,0.13,309,0.05,90
21.37,32.42,0.42,162,0.2,90
65.97,23.95,0.14,177,0.14,90
0.7,47.02,0.78,115,0.41,90
35.21,19.71,0.21,258,0.08,90
41.77,57.73,0.56,87,0.66,90
2.1,47.12,0.77,115,0.41,90
42.68,26.99,0.26,184,0.15,90
25.83,50,0.62,104,0.48,90
13.28,53.85,0.78,99,0.54,90
69.54,16.58,0.08,244,0.07,90
79.57,43.05,0.15,72,0.6,90
41.62,14.24,0.14,350,0.04,90
9.16,57.27,0.87,94,0.61,90
72.39,38.82,0.18,99,0.39,90
0.01,15.47,0.26,349,0.04,90
17.62,39.06,0.54,135,0.29,90
36.5,50.7,0.54,100,0.51,90
32.73,49.03,0.55,105,0.47,90
25.83,25.01,0.31,208,0.12,90
2.03,11.11,0.18,486,0.02,90
49.1,41.98,0.36,115,0.37,90
31.25,46.44,0.53,111,0.42,90
4.98,30.43,0.48,177,0.17,90
55.55,22.95,0.17,203,0.11,90
45.53,51.05,0.46,96,0.53,90
37.45,27.95,0.29,181,0.15,90
78.46,45.15,0.16,72,0.63,90
27.32,33.35,0.4,156,0.21,90
50.66,51.82,0.43,93,0.56,90
79.6,15.52,0.05,198,0.08,90
46.16,47.75,0.43,103,0.46,90
29.27,46.57,0.55,111,0.42,90
73.5,46.91,0.21,80,0.59,90
32.45,28.13,0.32,182,0.15,90
30.43,40.14,0.47,128,0.31,90
26.4,45.97,0.56,113,0.41,90
5.97,38.65,0.61,139,0.28,90
33.03,23.87,0.27,214,0.11,90
41.54,56.7,0.55,88,0.64,90
42.03,48.23,0.47,103,0.47,90
31.26,53.22,0.61,97,0.55,90
48.2,52.65,0.45,92,0.57,90
66.25,38.57,0.22,110,0.35,90
1.96,59.69,0.98,91,0.66,90
21.01,58.9,0.78,89,0.66,90
58.15,51.53,0.36,89,0.58,90
11.91,53.46,0.78,100,0.53,90
69.86,27.61,0.14,146,0.19,90
52.67,19.05,0.15,249,0.08,90
54.76,39.71,0.3,118,0.34,90
64.29,21.81,0.13,199,0.11,90
10.34,18.87,0.28,283,0.07,90
20.17,57.7,0.77,91,0.63,90
17.05,30.13,0.42,176,0.17,90
4.88,49.4,0.78,109,0.45,90
45.68,49.59,0.45,99,0.5,90
79.89,33.17,0.11,91,0.36,90
63.17,58.37,0.36,75,0.78,90
17.85,37.11,0.51,142,0.26,90
72.08,47.01,0.22,82,0.57,90
37.85,43.23,0.45,117,0.37,90
55.75,24.39,0.18,191,0.13,90
26.85,41.08,0.5,127,0.32,90
30.7,56.89,0.66,91,0.63,90
52.05,54.21,0.43,88,0.62,90
16.85,29.49,0.41,179,0.16,90
29.04,41.75,0.49,124,0.34,90
28.01,31.17,0.37,166,0.19,90
74.06,26.51,0.11,140,0.19,90
76.04,59.5,0.24,59,1.01,90
46.76,30.79,0.27,159,0.19,90
70.84,52.26,0.25,76,0.69,90
45.19,28.59,0.26,172,0.17,90
28.07,37.85,0.45,137,0.28,90
16.26,17.05,0.24,310,0.05,90
51.35,53.18,0.43,90,0.59,90
63.11,51.28,0.32,86,0.6,90
23.97,32.68,0.41,160,0.2,90
49.02,10.14,0.09,476,0.02,90
42.71,39.49,0.38,126,0.31,90
24.49,46.55,0.59,112,0.42,90
73.3,55.56,0.25,68,0.82,90
11.61,15.82,0.23,337,0.05,90
39.89,25.39,0.25,198,0.13,90
20.62,55.77,0.74,95,0.59,90
5.31,41.84,0.66,129,0.32,90
12.13,44.04,0.64,121,0.36,90
61.95,22.76,0.14,195,0.12,90
12.69,49.09,0.71,109,0.45,90
18.4,43.93,0.6,120,0.37,90
47.96,44.21,0.38,110,0.4,90
60.13,38.63,0.26,117,0.33,90
48.8,58.14,0.5,84,0.69,90
44.84,21.92,0.2,225,0.1,90
51.04,59.69,0.49,80,0.75,90
71.13,44.64,0.21,88,0.51,90
66.97,54.28,0.3,78,0.7,90
38.29,51.88,0.53,97,0.53,90
60.38,22.55,0.15,199,0.11,90
49.57,37.01,0.31,130,0.28,90
66.25,24.87,0.14,170,0.15,90
64.94,16.1,0.09,267,0.06,90
3.61,41.27,0.66,131,0.32,90
42.18,21.86,0.21,228,0.1,90
53.98,52.08,0.4,91,0.57,90
19.65,34.68,0.46,152,0.23,90
3.38,44.66,0.72,121,0.37,90
59.26,24.65,0.17,184,0.13,90
46.26,56.41,0.51,87,0.65,90
39.21,44.59,0.45,113,0.39,90
73.67,49.33,0.22,76,0.65,90
67.18,27.35,0.15,153,0.18,90
31.34,20.23,0.23,254,0.08,90
2.86,36.3,0.59,149,0.24,90
15.53,10.42,0.15,508,0.02,90
69.53,53.55,0.27,76,0.7,90
55.17,49.33,0.37,95,0.52,90
23.36,39.66,0.51,132,0.3,90
66.47,21.96,0.12,192,0.11,90
14.58,29.17,0.42,182,0.16,90
19.18,26.9,0.36,196,0.14,90
11.9,39.4,0.58,135,0.29,90
65.85,57.88,0.33,74,0.78,90
44.38,56.26,0.52,88,0.64,90
35.16,35.68,0.39,143,0.25,90
62.92,38.33,0.24,115,0.33,90
51.03,30.96,0.25,155,0.2,90
33.89,46.34,0.51,110,0.42,90
25.36,34.47,0.43,151,0.23,90
60.25,53.08,0.35,85,0.62,90
16.77,17.77,0.25,298,0.06,90
70.45,30.82,0.15,129,0.24,90
77.52,38.36,0.14,87,0.44,90
46.46,20.77,0.19,235,0.09,90
33.01,16.39,0.18,312,0.05,90
28.96,23.33,0.28,222,0.11,90
29.37,17.5,0.21,295,0.06,90
36.84,27.14,0.29,187,0.15,90
2.76,35.13,0.57,154,0.23,90
9.66,18.99,0.29,281,0.07,90
15.45,37.6,0.53,141,0.27,90
49.43,58.68,0.49,83,0.71,90
60.22,17.41,0.12,258,0.07,90
79.93,18.92,0.06,160,0.12,90
43.26,12.72,0.12,389,0.03,90
34.77,53.41,0.58,96,0.56,90
35.06,48.68,0.53,105,0.46,90
32.03,19.72,0.22,260,0.08,90
28.47,18.66,0.22,277,0.07,90
51.69,32.31,0.26,148,0.22,90
35.98,52.86,0.56,96,0.55,90
63.89,10.85,0.07,400,0.03,90
69.24,20.21,0.1,201,0.1,90
41.88,39.71,0.38,126,0.32,90
20.16,11.72,0.16,448,0.03,90
24.67,25.91,0.33,201,0.13,90
56.48,26.04,0.19,178,0.15,90
18.23,46.22,0.63,114,0.41,90
42.59,23.25,0.22,214,0.11,90
2.55,53.64,0.87,101,0.53,90
52.64,13.04,0.1,364,0.04,90
25.4,28.37,0.35,184,0.15,90
42.55,29.9,0.29,166,0.18,90
66.42,32.5,0.18,130,0.25,90
22.13,33.8,0.44,155,0.22,90
74.86,56.65,0.24,64,0.89,90
25.03,37.19,0.46,140,0.27,90
74.58,28.94,0.12,126,0.23,90
67.83,13.49,0.07,307,0.04,90
40.37,43.2,0.43,116,0.37,90
36.03,26.92,0.29,189,0.14,90
26.97,37.94,0.46,137,0.28,90
63.25,53.69,0.33,82,0.65,90
5.6,51.32,0.81,105,0.49,90
26.55,31.66,0.39,164,0.19,90
12.22,43.74,0.64,122,0.36,90
53.46,34.15,0.26,138,0.25,90
30.54,50.91,0.59,101,0.5,90
44.39,48.95,0.45,101,0.48,90
21.11,16.01,0.21,328,0.05,90
26.97,41.08,0.5,127,0.32,90
46.14,54.64,0.49,90,0.61,90
58.53,55.09,0.38,83,0.66,90
75.22,13.8,0.06,260,0.05,90
9.82,13.82,0.21,387,0.04,90
57.37,12.43,0.09,370,0.03,90
12.78,55.53,0.81,96,0.58,90
33.14,45.5,0.51,113,0.4,90
4.75,51.42,0.82,105,0.49,90
62.35,51.14,0.32,87,0.59,90
40.77,17.13,0.17,292,0.06,90
10.97,23.19,0.34,230,0.1,90
58.76,32.53,0.22,140,0.23,90
13.99,59.99,0.86,89,0.67,90
8.26,10.56,0.16,507,0.02,90
4.39,13.03,0.21,413,0.03,90
50.55,20.75,0.17,231,0.09,90
56.58,36.09,0.26,128,0.28,90
4.86,33.87,0.54,159,0.21,90
11.96,32.57,0.48,164,0.2,90
9.93,31.43,0.47,170,0.18,90
12.66,48.04,0.7,111,0.43,90
3.11,10.57,0.17,509,0.02,90
15.46,57.88,0.82,92,0.63,90
17.68,10.44,0.14,505,0.02,90
23.32,39.06,0.5,134,0.29,90
0.5,29.83,0.49,181,0.16,90
14.83,22.46,0.32,236,0.1,90
9.42,34.84,0.53,154,0.23,90
24.11,27.99,0.35,187,0.15,90
20.37,12.08,0.16,435,0.03,90
57.64,51.9,0.37,89,0.58,90
55.04,41.79,0.31,112,0.37,90
7.02,47.43,0.73,113,0.42,90
36.66,35.59,0.38,142,0.25,90
41.24,59.28,0.58,84,0.71,90
36.31,55.32,0.59,92,0.6,90
39.24,49.96,0.51,101,0.49,90
15.3,30.48,0.43,174,0.18,90
78.5,13.72,0.05,234,0.06,90
33.77,36.82,0.41,139,0.26,90
60.4,53.3,0.35,85,0.63,90
51.13,26.4,0.22,181,0.15,90
14.82,28.69,0.41,185,0.16,90
7.77,27.19,0.42,197,0.14,90
54.1,12.15,0.09,387,0.03,90
42.1,49.15,0.47,101,0.49,90
2.39,15.2,0.25,355,0.04,90
33.99,45.28,0.5,113,0.4,90
30.05,10.66,0.12,483,0.02,90
65.52,32.93,0.19,130,0.25,90
60.53,49.19,0.32,92,0.53,90
25.84,27.7,0.34,188,0.15,90
71.81,54.14,0.25,72,0.75,90
45.24,31.97,0.29,154,0.21,90
72.99,50.99,0.23,75,0.68,90
14.52,41.12,0.59,129,0.32,90
64.82,16.04,0.09,268,0.06,90
18.34,13.74,0.19,384,0.04,90
47.94,19.05,0.17,255,0.07,90
54.03,55.99,0.43,84,0.67,90
68.74,54.16,0.28,76,0.71,90
31.25,48.94,0.56,105,0.47,90
72.1,19.08,0.09,202,0.09,90
56.72,32.82,0.24,141,0.23,90
7.09,33.76,0.52,159,0.21,90
1.66,55.16,0.9,98,0.56,90
1.05,29.5,0.49,183,0.16,90
27.26,11.05,0.13,469,0.02,90
5.68,44.46,0.7,121,0.37,90
33.36,59.44,0.66,86,0.69,90
29.84,19.13,0.22,269,0.07,90
24.94,39.21,0.49,133,0.29,90
22.51,53.28,0.69,99,0.54,90
6.39,46.37,0.72,116,0.4,90
70.73,53.71,0.26,74,0.73,90
34.56,50.04,0.55,102,0.49,90
40.29,56.07,0.56,90,0.62,90
75.15,46.85,0.19,77,0.61,90
14.42,41.79,0.6,127,0.33,90
41.16,36.15,0.35,138,0.26,90
22.85,28.58,0.37,183,0.16,90
46.96,31.16,0.28,157,0.2,90
43.53,34.98,0.33,142,0.25,90
70.98,11.27,0.05,349,0.03,90
12.34,58.49,0.85,91,0.64,90
23.12,51.2,0.66,102,0.5,90
3.01,27.2,0.44,198,0.14,90
5.93,10.03,0.16,535,0.02,90
16.33,11.93,0.17,443,0.03,90
47.42,44.15,0.39,111,0.4,90
77.22,27.59,0.1,123,0.22,90
61.24,35.07,0.23,127,0.28,90
77.89,51.56,0.19,64,0.81,90
58.81,28.95,0.2,157,0.18,90
6.41,30.37,0.47,177,0.17,90
26.94,13.95,0.17,372,0.04,90
34.35,51.93,0.57,98,0.53,90
45.53,40.44,0.37,122,0.33,90
13.1,16.66,0.24,319,0.05,90
68,16.64,0.09,248,0.07,90
21.53,27.37,0.36,192,0.14,90
47.27,55.46,0.49,88,0.63,90
75.38,26.12,0.11,137,0.19,90
31.49,10.7,0.12,479,0.02,90
48.6,14.04,0.12,345,0.04,90
74.17,10.89,0.05,338,0.03,90
74.56,12.11,0.05,301,0.04,90
42.24,36.34,0.35,137,0.27,90
23.89,17.98,0.23,290,0.06,90
49.02,49.26,0.42,98,0.5,90
34.37,55.02,0.6,93,0.59,90
75.95,53.99,0.22,65,0.83,90
66.75,15.97,0.09,263,0.06,90
